symbol,timeframe,trial,balance,ema_fast,ema_slow,rsi_length,adx_length,vwap_length,volume_zscore,mean_rev_length,rsi_overbought,rsi_oversold,adx_threshold,mean_rev_threshold,ema,rsi,adx,vwap,volume,mean_reversion,stoploss,takeprofit,trailing
SOL/USDT,5m,72,994.1199999999999,19,83,14,19,7,1.36,26,71,30,25,0.55,1.17,1.4,1.07,0.8,1.23,0.93,0.0119,0.0158,0.0068
SOL/USDT,5m,73,992.7399999999999,9,80,11,13,11,2.65,20,74,21,17,0.72,0.82,0.9,0.88,1.35,1.32,1.16,0.0132,0.0142,0.0117
SOL/USDT,5m,74,996.0399999999998,17,38,15,15,20,1.34,6,72,26,16,0.89,1.47,1.06,0.73,1.44,0.78,1.28,0.0094,0.0222,0.0076
SOL/USDT,5m,75,994.1999999999998,17,80,20,13,20,2.72,7,75,20,21,1.21,1.18,1.45,0.77,1.07,1.29,0.69,0.0085,0.0196,0.0111
SOL/USDT,5m,76,992.7,19,70,9,9,9,2.67,5,73,24,24,1.53,1.36,1.07,1.22,1.21,1.16,1.42,0.0207,0.0186,0.0044
SOL/USDT,5m,77,994.9799999999999,13,44,13,19,9,2.63,17,76,18,15,0.86,1.03,1.23,1.19,1.14,0.86,1.35,0.0083,0.0135,0.0094
SOL/USDT,5m,78,994.21,18,100,8,17,14,2.12,26,80,11,16,1.66,1.16,1.33,0.99,0.85,0.74,1.49,0.0229,0.0187,0.0114
SOL/USDT,5m,79,992.6199999999999,14,93,19,10,12,2.48,4,79,11,25,0.89,1.34,0.88,0.72,0.98,0.89,1.19,0.0133,0.014,0.0103
SOL/USDT,5m,80,992.9299999999998,12,38,18,7,21,2.01,7,74,10,21,0.7,0.89,1.28,0.82,1.32,1.45,0.86,0.0112,0.0207,0.0084
SOL/USDT,5m,81,993.8499999999999,20,99,9,17,23,2.85,10,73,14,21,0.95,1.47,1.5,0.99,0.95,0.69,1.1,0.0246,0.0212,0.01
SOL/USDT,5m,82,992.7199999999997,14,83,20,17,21,2.41,6,74,23,29,1.32,0.8,1.07,1.17,1.19,1.07,0.91,0.0143,0.0249,0.01
SOL/USDT,5m,83,993.04,15,55,16,9,15,2.95,28,65,12,19,0.63,1.08,0.89,1.12,0.86,1.3,1.15,0.0161,0.0163,0.009
SOL/USDT,5m,84,992.6599999999999,14,72,9,17,13,2.36,28,80,15,29,1.19,1.37,0.85,0.95,1.28,1.0,0.98,0.0094,0.0285,0.0069
SOL/USDT,5m,85,993.3899999999998,12,71,10,8,17,2.58,19,74,26,30,1.89,0.85,0.94,1.19,1.17,0.79,1.17,0.0176,0.0196,0.0107
SOL/USDT,5m,86,992.8,12,22,18,15,10,2.07,26,71,25,17,1.67,1.22,0.82,0.71,1.08,1.33,1.19,0.0149,0.0146,0.0043
SOL/USDT,5m,87,993.3699999999998,13,29,17,19,17,1.83,28,80,21,27,1.9,0.84,1.31,0.8,1.2,0.87,0.75,0.0103,0.0157,0.0069
SOL/USDT,5m,88,993.3699999999998,9,53,8,12,16,1.3,20,80,21,27,0.55,0.84,1.36,0.94,1.27,1.08,1.15,0.0249,0.0249,0.0074
SOL/USDT,5m,89,992.6199999999999,15,70,11,19,10,1.43,21,66,21,16,1.13,1.43,0.81,0.82,0.93,0.75,0.82,0.0117,0.0213,0.0104
SOL/USDT,5m,90,993.3699999999998,13,77,15,6,11,1.12,8,75,18,26,1.63,0.89,1.26,0.77,1.26,0.68,0.69,0.0199,0.0181,0.0056
SOL/USDT,5m,91,994.1999999999998,11,22,20,17,21,2.2,3,69,20,17,1.32,1.07,1.47,0.78,0.99,1.15,0.63,0.0081,0.0231,0.0081
SOL/USDT,5m,92,996.0099999999999,9,77,12,19,23,2.44,16,77,28,17,0.78,1.15,1.37,1.11,1.45,0.99,1.5,0.0216,0.0147,0.0048
SOL/USDT,5m,93,993.3699999999998,12,83,6,20,20,2.64,22,70,23,28,1.08,0.94,1.27,1.06,1.26,0.77,0.82,0.0158,0.019,0.0117
SOL/USDT,5m,94,992.7399999999999,8,65,12,16,16,2.71,8,80,23,30,1.12,0.84,0.86,0.88,1.4,1.47,1.19,0.0081,0.0143,0.0061
SOL/USDT,5m,95,994.21,15,22,6,12,23,2.64,27,68,12,22,0.59,1.09,1.44,1.22,1.02,1.06,0.93,0.0213,0.024,0.0062
SOL/USDT,5m,96,992.6199999999999,15,26,7,18,25,1.32,7,72,14,18,1.02,1.47,1.08,0.71,0.85,1.01,1.02,0.0229,0.0243,0.0078
SOL/USDT,5m,97,994.8999999999997,8,24,17,7,18,2.76,9,74,26,22,1.11,1.47,0.85,1.15,1.04,0.63,1.44,0.0116,0.0147,0.012
SOL/USDT,5m,98,994.1999999999998,11,55,8,15,11,2.2,28,69,13,20,1.74,0.97,1.34,1.17,1.02,1.14,1.36,0.0159,0.0245,0.0074
SOL/USDT,5m,99,995.93,14,94,10,6,21,2.26,6,78,24,24,1.71,1.2,1.31,0.74,1.17,0.83,0.63,0.0113,0.0193,0.01
SOL/USDT,15m,0,1012.8299999999999,8,63,20,15,18,2.48,6,75,28,24,1.91,1.49,1.29,1.27,1.14,0.96,1.1,0.0164,0.0335,0.0069
SOL/USDT,15m,1,1014.8900000000001,20,84,20,19,9,1.66,19,66,24,19,1.67,1.22,1.11,1.28,1.12,1.21,0.84,0.0144,0.0286,0.0075
SOL/USDT,15m,2,1009.65,11,23,10,17,14,2.76,28,78,23,20,1.14,1.08,1.38,1.14,1.36,0.76,0.76,0.0097,0.0282,0.0102
SOL/USDT,15m,3,1014.9300000000001,16,48,16,9,22,2.97,22,77,20,19,0.91,0.92,1.09,1.02,1.47,1.16,0.61,0.0166,0.0124,0.0099
SOL/USDT,15m,4,1012.04,20,74,9,18,11,2.05,13,77,28,30,0.76,0.86,0.86,1.28,1.12,1.21,1.09,0.0177,0.0312,0.0109
SOL/USDT,15m,5,1017.2500000000001,17,24,19,12,15,2.22,18,76,14,16,1.08,0.9,1.44,1.24,0.93,1.25,1.14,0.0171,0.0156,0.0061
SOL/USDT,15m,6,1013.74,14,41,16,19,9,1.86,29,66,24,17,1.42,1.29,1.0,0.95,1.24,1.4,0.64,0.0245,0.0318,0.0067
SOL/USDT,15m,7,1019.4300000000001,11,66,9,12,20,1.25,3,65,18,21,1.29,1.09,1.45,1.28,1.23,1.47,1.24,0.019,0.0306,0.0096
SOL/USDT,15m,8,1015.7800000000002,18,48,12,11,9,1.79,6,79,23,29,0.71,1.23,1.29,1.29,0.87,1.34,1.4,0.0194,0.0251,0.0082
SOL/USDT,15m,9,1022.5100000000002,10,83,7,16,11,1.03,11,77,21,24,1.17,0.92,1.31,1.13,1.19,0.87,1.1,0.0218,0.0226,0.0106
SOL/USDT,15m,10,1015.0500000000002,18,28,12,15,24,1.22,24,77,27,19,1.07,0.96,0.84,0.74,1.25,0.98,1.09,0.0088,0.0172,0.009
SOL/USDT,15m,11,1020.5500000000001,11,30,6,19,6,2.27,3,74,25,15,1.09,1.04,1.45,1.21,0.97,0.92,0.7,0.0142,0.0274,0.0067
SOL/USDT,15m,12,1012.59,20,72,15,11,11,2.51,22,71,29,26,1.86,1.08,1.37,1.15,1.41,1.01,0.72,0.0134,0.0295,0.0091
SOL/USDT,15m,13,1024.71,12,78,8,14,12,1.91,30,77,25,25,0.66,1.02,1.43,0.82,1.02,0.88,0.86,0.017,0.0337,0.0118
SOL/USDT,15m,14,1015.74,17,32,15,11,24,1.05,6,79,18,26,0.52,0.9,1.02,0.8,1.49,0.72,0.79,0.022,0.0315,0.0088
SOL/USDT,15m,15,1020.26,14,31,17,6,18,1.89,26,65,23,16,1.5,1.32,1.1,1.03,1.28,0.72,1.35,0.0233,0.0189,0.0042
SOL/USDT,15m,16,1021.9900000000001,11,78,6,20,18,2.1,13,66,26,22,1.33,1.46,1.27,1.17,1.33,1.2,0.76,0.0186,0.0241,0.0092
SOL/USDT,15m,17,1025.3000000000002,15,22,6,16,13,1.62,11,80,13,30,0.6,1.36,1.49,0.71,0.99,0.99,1.08,0.0124,0.0227,0.0078
SOL/USDT,15m,18,1017.5100000000002,11,66,13,9,9,2.58,16,69,12,18,0.81,0.82,1.38,1.1,1.26,0.67,1.47,0.0237,0.021,0.0074
SOL/USDT,15m,19,1016.9000000000002,11,72,18,16,24,2.73,23,67,15,25,0.84,1.38,1.22,0.75,0.89,0.9,1.27,0.0222,0.0164,0.0065
SOL/USDT,15m,20,1019.4300000000001,18,35,16,19,9,2.79,25,77,24,15,1.79,1.0,1.47,1.06,0.94,1.34,1.2,0.0187,0.0308,0.0044
SOL/USDT,15m,21,1007.5000000000001,10,45,9,12,6,1.82,7,75,15,16,0.82,1.4,1.02,0.83,1.45,0.63,1.47,0.0123,0.0162,0.0104
SOL/USDT,15m,22,1014.47,20,83,8,7,22,2.11,16,67,19,21,1.29,1.18,1.44,1.08,1.42,0.7,1.09,0.0209,0.0263,0.0091
SOL/USDT,15m,23,1029.73,11,86,8,14,25,1.31,20,80,13,18,0.97,1.03,1.15,1.29,1.03,1.02,0.63,0.0089,0.0187,0.0069
SOL/USDT,15m,24,1017.13,16,66,16,14,8,2.03,25,73,26,19,1.08,0.95,1.28,1.06,1.0,1.35,1.04,0.0189,0.0195,0.0081
SOL/USDT,15m,25,1013.78,16,92,6,17,24,2.24,26,73,18,17,1.97,1.49,1.47,0.73,1.36,1.19,1.1,0.0121,0.0263,0.0058
SOL/USDT,15m,26,1009.66,18,45,10,11,10,1.48,19,79,10,29,1.03,1.3,1.13,0.95,1.24,0.64,1.48,0.0106,0.0143,0.0069
SOL/USDT,15m,27,1020.8600000000001,18,33,9,16,24,1.67,7,80,20,29,1.41,1.47,1.03,1.08,1.34,1.1,1.4,0.0238,0.015,0.0105
SOL/USDT,15m,28,1027.9500000000003,15,35,11,16,13,2.68,27,68,18,15,0.54,1.49,1.45,0.78,1.38,1.12,1.16,0.0149,0.0158,0.0054
SOL/USDT,15m,29,1006.5400000000002,16,98,18,16,17,1.1,23,65,13,18,1.19,0.81,0.86,1.05,0.94,1.3,0.95,0.0205,0.0169,0.0084
SOL/USDT,15m,30,1010.6600000000002,20,37,12,10,6,1.51,9,75,21,18,1.3,1.26,0.98,0.77,1.25,0.89,0.68,0.0111,0.0263,0.006
SOL/USDT,15m,31,1019.69,13,99,8,13,17,1.95,3,79,28,28,1.05,1.24,0.91,0.7,1.41,1.38,0.75,0.0092,0.0141,0.0065
SOL/USDT,15m,32,1014.5,15,94,19,17,9,2.67,12,68,23,23,1.63,1.27,1.02,1.16,1.27,1.13,1.12,0.0221,0.0294,0.0045
SOL/USDT,15m,33,1021.5999999999998,17,89,8,12,9,2.2,11,71,10,24,0.68,1.05,0.94,1.16,1.3,1.31,0.92,0.0103,0.0348,0.0103
SOL/USDT,15m,34,1016.0100000000002,14,67,10,6,17,1.31,30,72,30,21,1.31,1.13,1.12,1.15,0.85,1.38,0.72,0.0095,0.022,0.01
SOL/USDT,15m,35,1012.1,18,22,12,7,17,2.08,3,68,12,27,1.89,0.86,0.86,1.26,1.31,0.64,0.68,0.0095,0.0317,0.0097
SOL/USDT,15m,36,1017.7600000000002,9,47,17,13,11,2.43,4,66,13,17,1.51,0.8,1.06,0.77,1.03,0.76,0.98,0.0229,0.0165,0.006
SOL/USDT,15m,37,1015.8799999999999,12,68,9,7,15,2.34,29,68,26,17,0.94,1.23,1.3,1.01,1.35,1.37,0.92,0.0089,0.0317,0.0055
SOL/USDT,15m,38,1025.18,20,31,19,7,16,1.23,27,77,14,29,1.93,0.83,1.24,0.9,1.24,1.06,0.84,0.0199,0.0244,0.0104
SOL/USDT,15m,39,1012.69,18,38,9,16,16,2.77,29,74,25,19,1.52,1.44,0.93,0.75,1.18,1.02,1.39,0.0101,0.0292,0.0114
SOL/USDT,15m,40,1013.46,19,79,13,16,25,2.73,17,66,28,30,0.61,1.33,1.34,0.93,1.49,1.11,0.65,0.0086,0.0312,0.0115
SOL/USDT,15m,41,1011.3000000000002,12,25,18,18,16,2.74,16,80,27,18,1.01,1.29,0.88,0.72,0.84,0.76,0.68,0.0121,0.0217,0.0086
SOL/USDT,15m,42,1014.4100000000001,15,60,20,7,19,1.63,22,78,28,15,0.51,1.47,1.44,1.2,1.28,0.95,0.62,0.0103,0.0255,0.007
SOL/USDT,15m,43,1012.31,9,81,15,13,9,1.67,2,69,21,17,0.99,1.07,1.05,1.27,1.37,1.5,0.76,0.015,0.03,0.01
SOL/USDT,15m,44,1014.81,16,69,13,14,10,2.2,23,68,14,30,1.12,1.45,0.85,0.76,0.93,1.27,1.35,0.0243,0.0201,0.0053
SOL/USDT,15m,45,1012.8299999999999,16,81,16,9,8,2.04,30,76,20,18,1.45,1.44,1.23,0.93,1.19,1.44,1.41,0.0167,0.0335,0.0096
SOL/USDT,15m,46,1015.8899999999999,14,49,13,7,9,1.76,8,66,18,23,0.81,1.18,1.0,1.09,1.23,0.75,0.76,0.0108,0.0336,0.0109
SOL/USDT,15m,47,1012.65,14,95,19,12,11,2.14,16,68,25,16,1.74,1.02,1.4,0.87,1.39,0.93,1.08,0.0105,0.0203,0.0054
SOL/USDT,15m,48,1017.8099999999997,13,26,20,16,8,2.67,25,80,23,16,0.84,1.49,1.46,0.86,1.08,1.45,0.81,0.0086,0.0269,0.0077
SOL/USDT,15m,49,1021.02,17,73,14,12,17,2.33,7,79,30,21,1.37,1.0,1.28,0.87,1.18,1.04,1.48,0.0187,0.0192,0.0047
SOL/USDT,15m,50,1017.0300000000001,18,39,7,12,22,1.3,18,80,27,29,1.65,1.04,1.15,1.14,0.91,1.25,1.03,0.0205,0.0201,0.01
SOL/USDT,15m,51,1016.6399999999999,10,59,16,15,22,1.48,3,67,23,28,1.1,0.88,1.41,1.04,1.03,1.07,1.02,0.014,0.0328,0.0052
SOL/USDT,15m,52,1013.71,19,32,12,10,23,1.68,11,69,28,16,0.54,1.45,1.18,1.19,1.45,0.76,1.37,0.0245,0.0263,0.011
SOL/USDT,15m,53,1023.22,10,69,12,7,15,2.54,10,71,22,30,1.77,1.17,1.01,0.74,1.29,0.7,0.68,0.0201,0.0235,0.0088
SOL/USDT,15m,54,1012.8300000000002,15,78,7,14,7,2.41,26,79,12,20,1.89,1.14,1.03,1.14,1.01,0.71,1.49,0.0235,0.0155,0.0065
SOL/USDT,15m,55,1013.0800000000002,20,80,18,20,23,2.99,16,75,25,20,1.58,1.41,0.97,0.76,1.42,0.98,0.69,0.0235,0.0259,0.0066
SOL/USDT,15m,56,1018.49,14,53,10,16,19,1.11,8,75,24,17,1.8,0.93,1.02,0.71,1.07,1.35,0.68,0.0249,0.0301,0.0074
SOL/USDT,15m,57,1014.6400000000001,19,81,13,19,9,1.56,20,79,22,25,1.89,0.84,0.9,0.72,0.84,1.26,1.37,0.0226,0.0218,0.007
SOL/USDT,15m,58,1018.0600000000002,10,28,14,11,8,2.58,22,79,29,20,1.36,1.12,1.12,1.21,1.03,1.1,1.13,0.0189,0.0129,0.0077
SOL/USDT,15m,59,1017.3800000000001,12,65,18,9,14,2.47,23,71,26,21,1.38,1.41,0.94,0.88,1.27,1.18,0.64,0.0118,0.0163,0.0095
SOL/USDT,15m,60,1014.74,16,63,7,9,24,2.44,26,69,12,25,0.91,1.31,0.91,0.86,0.81,1.22,0.62,0.0135,0.0197,0.0061
SOL/USDT,15m,61,1022.3300000000002,14,97,17,13,23,2.46,6,70,20,26,1.82,0.96,1.26,0.84,1.44,0.92,0.98,0.0158,0.021,0.0102
SOL/USDT,15m,62,1016.5500000000002,14,22,17,9,12,1.36,19,65,14,30,1.79,1.26,1.14,1.17,1.2,0.83,0.66,0.0167,0.0265,0.0059
SOL/USDT,15m,63,1011.1700000000001,19,33,15,9,15,1.42,15,66,13,21,1.01,1.0,1.02,1.08,1.19,1.22,1.39,0.0181,0.0335,0.0065
SOL/USDT,15m,64,1012.4200000000001,10,28,19,7,15,1.36,16,70,18,15,0.7,1.22,1.17,0.76,1.48,0.78,0.97,0.0147,0.0324,0.0093
SOL/USDT,15m,65,1028.9599999999998,19,26,14,6,21,2.24,21,71,19,28,0.57,0.9,1.46,0.71,0.94,0.83,0.98,0.0189,0.0265,0.0117
SOL/USDT,15m,66,1016.1299999999999,13,92,16,16,10,1.22,24,73,24,30,1.57,1.04,1.27,1.12,1.29,0.7,0.78,0.0244,0.0327,0.0101
SOL/USDT,15m,67,1027.8200000000002,13,38,17,16,22,2.25,27,69,23,20,0.93,1.16,1.2,0.7,1.22,1.46,0.95,0.0173,0.023,0.0083
SOL/USDT,15m,68,1014.19,10,35,11,12,9,2.68,8,79,25,25,1.48,0.88,1.34,1.09,1.31,1.19,0.99,0.0179,0.0202,0.0068
SOL/USDT,15m,69,1014.47,9,91,8,9,23,1.69,23,77,27,15,1.49,0.91,1.48,0.84,1.41,0.76,0.62,0.0146,0.0198,0.0071
SOL/USDT,15m,70,1002.6899999999998,20,72,18,7,6,2.11,26,79,13,27,1.86,0.89,1.19,0.86,1.32,1.38,1.44,0.012,0.032,0.0103
SOL/USDT,15m,71,1017.7600000000002,9,77,8,17,12,1.54,23,75,21,19,1.1,0.82,1.28,0.96,1.16,0.72,1.42,0.021,0.0152,0.0096
SOL/USDT,15m,72,1011.7099999999999,10,67,8,8,21,2.15,26,77,15,21,1.38,1.26,1.38,1.27,0.82,0.84,1.43,0.0176,0.0333,0.0071
SOL/USDT,15m,73,1016.98,10,79,20,7,19,1.57,18,66,20,20,1.32,0.93,1.48,0.77,1.07,1.07,0.94,0.0191,0.0201,0.0105
SOL/USDT,15m,74,1015.98,9,62,17,15,19,2.88,17,75,19,15,1.66,1.39,0.97,1.15,1.06,1.26,1.08,0.0184,0.018,0.0092
SOL/USDT,15m,75,1015.74,14,94,11,9,10,1.3,6,69,12,23,1.83,1.45,1.25,0.81,1.5,0.71,0.9,0.0196,0.0318,0.0089
SOL/USDT,15m,76,1012.46,8,28,8,10,13,1.61,5,71,17,15,1.87,0.92,1.31,0.91,1.22,0.82,0.75,0.0201,0.0129,0.0067
SOL/USDT,15m,77,1020.1700000000001,9,74,6,13,23,1.06,15,78,22,15,1.39,1.31,1.32,0.91,1.03,0.67,1.4,0.0173,0.0185,0.0114
SOL/USDT,15m,78,1018.9200000000001,19,36,14,17,22,2.65,26,74,11,23,1.02,1.31,1.15,0.82,1.3,1.37,0.68,0.0181,0.0347,0.0051
SOL/USDT,15m,79,1017.76,10,97,8,10,16,1.85,10,72,10,25,1.8,1.43,1.18,0.82,0.99,0.73,1.19,0.0248,0.0145,0.0102
SOL/USDT,15m,80,1012.2499999999999,10,36,15,15,24,2.93,2,73,30,26,1.0,1.2,0.93,1.08,1.29,0.92,0.68,0.0146,0.0145,0.0053
SOL/USDT,15m,81,1007.25,14,97,9,20,16,2.09,30,69,15,24,0.95,0.85,0.93,1.3,1.14,1.07,0.9,0.0146,0.0121,0.0077
SOL/USDT,15m,82,1014.7500000000001,16,42,20,20,23,2.51,23,75,22,18,1.54,0.93,0.89,0.73,1.42,1.32,0.75,0.0106,0.0222,0.004
SOL/USDT,15m,83,1011.3000000000002,13,39,13,18,16,1.08,18,77,17,28,1.44,1.38,1.06,1.1,1.07,0.86,1.28,0.0127,0.0226,0.0075
SOL/USDT,15m,84,1015.7,19,37,11,18,12,2.2,20,72,26,17,1.47,1.4,1.39,0.81,0.87,0.99,1.2,0.0095,0.0269,0.0056
SOL/USDT,15m,85,999.46,15,69,11,12,12,2.74,2,74,26,29,1.99,1.41,1.11,1.23,0.89,1.42,0.7,0.0114,0.0319,0.0055
SOL/USDT,15m,86,1016.7800000000002,16,60,19,9,8,2.69,14,78,15,18,1.27,0.93,1.38,1.23,1.3,1.2,1.22,0.0173,0.0175,0.006
SOL/USDT,15m,87,1017.8900000000001,20,55,9,9,25,1.34,15,67,13,29,0.58,1.28,0.87,1.25,0.84,0.64,1.49,0.0186,0.0221,0.0097
SOL/USDT,15m,88,1011.1700000000001,11,77,17,6,10,2.97,9,74,11,23,1.85,1.0,0.96,0.83,1.0,0.87,0.78,0.012,0.0126,0.0048
SOL/USDT,15m,89,1010.54,12,69,15,13,24,1.04,13,79,25,25,1.48,1.29,0.88,1.27,0.82,1.41,1.48,0.0168,0.0188,0.0061
SOL/USDT,15m,90,1020.28,16,68,8,14,24,2.11,14,68,23,26,1.05,0.91,1.05,0.81,1.03,1.37,0.97,0.0128,0.031,0.0091
SOL/USDT,15m,91,1016.2799999999997,19,87,10,20,24,2.03,27,77,15,17,1.89,0.86,1.42,0.9,1.46,1.03,0.78,0.0092,0.0152,0.0071
SOL/USDT,15m,92,1020.9700000000003,11,97,10,16,21,2.57,28,70,15,15,1.16,0.86,1.15,0.73,0.89,1.07,0.9,0.0225,0.023,0.0042
SOL/USDT,15m,93,1020.1800000000001,16,27,9,19,13,2.31,16,73,24,21,1.21,1.13,1.47,0.79,1.14,1.14,1.26,0.0237,0.0183,0.0117
SOL/USDT,15m,94,1021.3,16,68,14,7,17,2.22,24,73,13,25,0.57,1.4,0.8,1.07,0.96,0.99,1.3,0.015,0.0186,0.0099
SOL/USDT,15m,95,1013.4000000000001,17,79,17,16,18,2.23,22,74,21,26,0.7,1.33,0.92,0.71,1.22,1.4,0.9,0.0205,0.0259,0.0063
SOL/USDT,15m,96,1015.9499999999998,20,74,19,18,10,2.62,7,79,18,25,1.41,1.09,0.82,0.88,1.44,1.45,1.33,0.0225,0.0331,0.0102
SOL/USDT,15m,97,1017.1500000000001,14,39,15,20,25,2.54,16,74,19,30,1.67,1.07,1.06,0.82,0.9,1.33,1.03,0.0119,0.0261,0.0088
SOL/USDT,15m,98,1012.4200000000001,8,66,14,8,15,1.5,25,74,28,26,1.38,1.07,1.02,0.91,1.01,1.28,1.08,0.0192,0.0283,0.0054
SOL/USDT,15m,99,1009.5899999999999,9,93,14,18,23,1.48,5,74,10,22,1.47,1.15,1.13,1.3,1.26,1.48,1.08,0.0219,0.0302,0.0118
SOL/USDT,1h,0,1013.29,19,83,10,16,12,1.18,25,80,16,27,0.74,1.19,1.32,0.78,1.17,1.09,0.73,0.018,0.0134,0.0076
SOL/USDT,1h,1,1030.79,8,21,9,18,24,1.73,5,68,28,15,1.46,1.26,1.25,0.72,0.94,0.64,1.48,0.0168,0.0276,0.0118
SOL/USDT,1h,2,1037.38,20,33,7,14,21,2.61,6,68,11,21,1.46,0.95,1.38,1.0,0.95,1.31,0.69,0.022,0.0276,0.0105
SOL/USDT,1h,3,1010.5899999999999,13,92,19,10,9,2.46,23,69,27,23,0.56,1.21,1.2,0.98,1.44,0.86,1.16,0.0131,0.0123,0.0108
SOL/USDT,1h,4,1017.18,10,42,17,18,18,1.8,21,78,19,22,1.73,1.4,1.01,0.72,1.21,0.84,1.4,0.0169,0.0309,0.0077
SOL/USDT,1h,5,1020.52,18,45,6,8,19,2.15,20,75,18,21,1.18,1.24,1.43,0.72,1.4,1.18,0.78,0.0114,0.0183,0.0093
SOL/USDT,1h,6,1014.3299999999999,18,92,15,16,7,1.27,23,72,12,30,1.39,1.49,1.04,1.05,1.39,1.06,1.08,0.0205,0.026,0.0052
SOL/USDT,1h,7,1025.0000000000002,8,74,15,13,19,1.09,27,66,24,16,1.74,0.8,0.88,0.78,0.94,1.05,0.77,0.0088,0.0248,0.0103
SOL/USDT,1h,8,1014.3299999999999,15,95,7,6,13,1.88,19,65,11,29,1.12,1.43,1.18,1.13,1.29,1.47,1.49,0.0223,0.0142,0.0106
SOL/USDT,1h,9,1022.03,9,56,12,7,25,1.18,14,80,10,21,1.79,1.38,1.07,1.04,1.44,0.86,1.2,0.0174,0.0204,0.0049
SOL/USDT,1h,10,1012.9599999999999,12,71,18,18,21,3.0,6,77,27,26,0.59,1.31,1.04,1.13,1.31,0.74,0.61,0.0095,0.022,0.0086
SOL/USDT,1h,11,1009.78,11,73,18,19,15,1.75,21,80,23,20,1.0,1.24,1.27,1.2,1.04,1.19,1.34,0.0114,0.0149,0.0065
SOL/USDT,1h,12,1024.54,17,64,11,6,14,2.15,11,74,30,26,1.3,1.09,1.37,1.27,1.42,1.12,1.06,0.0204,0.0341,0.0089
SOL/USDT,1h,13,1023.6299999999999,8,66,15,16,20,1.52,22,66,22,27,0.79,1.14,1.1,1.06,1.19,1.47,0.83,0.0166,0.0319,0.0084
SOL/USDT,1h,14,1011.41,12,61,16,12,20,1.48,25,67,12,28,0.57,1.12,0.81,0.86,1.25,1.38,1.15,0.0191,0.0217,0.0081
SOL/USDT,1h,15,1012.4200000000001,18,33,19,16,22,2.48,29,79,12,22,1.74,1.14,0.81,1.17,1.11,0.91,0.87,0.0231,0.0311,0.0041
SOL/USDT,1h,16,1015.3899999999999,19,27,16,17,13,1.92,23,69,14,26,0.85,1.04,1.1,0.89,1.29,1.16,1.0,0.0111,0.0132,0.0056
SOL/USDT,1h,17,1026.6399999999999,19,58,16,9,12,2.01,17,77,13,30,0.67,0.8,1.15,1.14,1.44,0.78,1.23,0.0142,0.0337,0.0053
SOL/USDT,1h,18,1037.26,13,68,6,7,19,1.62,16,70,22,30,0.86,0.91,1.16,0.77,0.98,1.29,1.15,0.0204,0.0177,0.0079
SOL/USDT,1h,19,1025.7600000000002,12,81,18,9,15,1.63,15,73,16,26,1.77,1.48,1.36,0.99,0.88,1.28,1.17,0.0114,0.0243,0.0064
SOL/USDT,1h,20,1021.23,8,73,15,11,21,1.05,14,67,27,30,1.93,0.83,1.07,1.12,1.43,1.46,1.17,0.0155,0.015,0.0068
SOL/USDT,1h,21,1028.49,15,56,6,8,23,1.99,17,65,20,21,0.68,0.85,0.89,1.02,0.84,1.05,0.68,0.0184,0.0342,0.0068
SOL/USDT,1h,22,1006.8699999999999,13,33,17,7,22,1.72,11,76,19,28,1.17,1.09,0.83,0.95,0.83,1.19,1.21,0.0088,0.0123,0.0055
SOL/USDT,1h,23,1014.3299999999999,12,99,14,8,22,2.85,26,72,11,28,0.54,1.29,1.04,0.81,1.25,0.74,1.37,0.0185,0.0252,0.0064
SOL/USDT,1h,24,1035.26,10,79,7,8,20,2.43,25,67,10,17,1.03,1.11,1.45,1.02,1.15,0.95,1.06,0.0206,0.023,0.0119
SOL/USDT,1h,25,1031.16,8,99,7,17,13,2.23,16,71,10,15,1.3,1.14,1.47,0.92,0.91,1.24,1.28,0.0177,0.0282,0.0061
SOL/USDT,1h,26,1012.9499999999998,15,60,10,12,18,2.96,5,76,16,21,0.53,0.95,0.92,1.15,1.02,1.27,0.64,0.0231,0.0138,0.0044
SOL/USDT,1h,27,1038.0500000000002,11,80,8,6,25,1.73,18,80,22,30,1.8,1.36,1.49,0.75,1.02,1.5,1.07,0.019,0.0261,0.011
SOL/USDT,1h,28,1015.8799999999999,10,24,15,14,9,1.42,27,70,26,29,0.99,1.49,1.02,1.14,1.14,1.09,1.17,0.0106,0.0299,0.0098
SOL/USDT,1h,29,1014.66,15,95,16,10,19,1.24,23,79,19,19,0.55,1.34,0.96,1.25,1.4,0.93,0.77,0.0161,0.0194,0.0097
SOL/USDT,1h,30,1014.76,13,41,19,6,8,2.19,20,69,11,24,0.79,1.22,1.05,0.9,0.97,0.65,1.02,0.0172,0.0316,0.01
SOL/USDT,1h,31,1015.4999999999999,19,69,20,13,13,1.12,25,78,18,15,1.06,0.95,1.02,1.15,0.88,0.94,0.66,0.009,0.0342,0.0083
SOL/USDT,1h,32,1042.17,12,64,6,19,8,2.26,18,68,29,29,1.28,1.2,1.31,0.8,1.05,1.34,1.13,0.0154,0.0256,0.0069
SOL/USDT,1h,33,1026.81,15,53,10,17,7,1.35,18,80,12,27,1.99,1.07,1.44,0.95,0.88,0.77,0.7,0.0117,0.0349,0.0043
SOL/USDT,1h,34,1038.48,8,34,19,14,19,1.37,29,74,25,15,1.69,1.02,1.3,1.28,1.08,1.47,0.76,0.0147,0.0183,0.0069
